scenario,period,year_min,year_max,gcm,crop,crop_label,mode,mode_label,hazard,hazard_label,n_years,loss_pct,loss_million_tonnes,prod_nws_million_tonnes,expected_years
ssp126,future_2070_2100,2070,2100,CanESM5,rice,Rice,total,Total,total,Total water stress,31,7.569864213003624,15.904701813769687,208.33491643149898,31
ssp126,future_2070_2100,2070,2100,CanESM5,rice,Rice,total,Total,wet,Waterlogging stress,31,5.849419802113286,12.345194691844545,208.33491643149898,31
ssp126,future_2070_2100,2070,2100,CanESM5,soyb,Soybean,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,10.386739935439865,31
ssp126,future_2070_2100,2070,2100,CanESM5,soyb,Soybean,Irr,Irrigated,total,Total water stress,31,7.315527766784319,0.7622887265978175,10.386739935439865,31
ssp126,future_2070_2100,2070,2100,CanESM5,soyb,Soybean,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,10.386739935439865,31
ssp126,future_2070_2100,2070,2100,CanESM5,soyb,Soybean,nonIrr,Rainfed,dry,Drought stress,31,1.7956201988878329,2.3983412723908155,135.06339841907194,31
ssp126,future_2070_2100,2070,2100,CanESM5,soyb,Soybean,nonIrr,Rainfed,total,Total water stress,31,2.654874890429121,3.5610545122075217,135.06339841907194,31
ssp126,future_2070_2100,2070,2100,CanESM5,soyb,Soybean,nonIrr,Rainfed,wet,Waterlogging stress,31,1.140879211889229,1.5407186845181766,135.06339841907194,31
ssp126,future_2070_2100,2070,2100,CanESM5,soyb,Soybean,total,Total,dry,Drought stress,31,1.6649414294070508,2.3983412723908155,145.45013835451186,31
ssp126,future_2070_2100,2070,2100,CanESM5,soyb,Soybean,total,Total,total,Total water stress,31,2.9895110644161615,4.323343238805339,145.45013835451186,31
ssp126,future_2070_2100,2070,2100,CanESM5,soyb,Soybean,total,Total,wet,Waterlogging stress,31,1.0591276824976228,1.5407186845181766,145.45013835451186,31
ssp126,future_2070_2100,2070,2100,CanESM5,whea,Wheat,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,16.053887407443156,31
ssp126,future_2070_2100,2070,2100,CanESM5,whea,Wheat,Irr,Irrigated,total,Total water stress,31,4.501269117814188,0.7247527883776762,16.053887407443156,31
ssp126,future_2070_2100,2070,2100,CanESM5,whea,Wheat,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,16.053887407443156,31
ssp126,future_2070_2100,2070,2100,CanESM5,whea,Wheat,nonIrr,Rainfed,dry,Drought stress,31,3.092180752094415,11.77664175480869,380.394622777135,31
ssp126,future_2070_2100,2070,2100,CanESM5,whea,Wheat,nonIrr,Rainfed,total,Total water stress,31,3.1905745856631786,12.150316189881714,380.394622777135,31
ssp126,future_2070_2100,2070,2100,CanESM5,whea,Wheat,nonIrr,Rainfed,wet,Waterlogging stress,31,0.40583133508231856,1.5454676906541265,380.394622777135,31
ssp126,future_2070_2100,2070,2100,CanESM5,whea,Wheat,total,Total,dry,Drought stress,31,2.96619225719812,11.77664175480869,396.4485101845782,31
ssp126,future_2070_2100,2070,2100,CanESM5,whea,Wheat,total,Total,total,Total water stress,31,3.2430148878718352,12.87506897825939,396.4485101845782,31
ssp126,future_2070_2100,2070,2100,CanESM5,whea,Wheat,total,Total,wet,Waterlogging stress,31,0.38938285373863085,1.5454676906541265,396.4485101845782,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,all4,All four crops,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,234.6986718419928,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,all4,All four crops,Irr,Irrigated,total,Total water stress,31,5.886773949156553,13.7953598828406,234.6986718419928,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,all4,All four crops,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,234.6986718419928,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,all4,All four crops,nonIrr,Rainfed,dry,Drought stress,31,2.481382738144284,25.981175115085517,1048.6689684548699,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,all4,All four crops,nonIrr,Rainfed,total,Total water stress,31,4.195352796515749,44.014613273947205,1048.6689684548699,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,all4,All four crops,nonIrr,Rainfed,wet,Waterlogging stress,31,2.3367269022964163,24.596983069205375,1048.6689684548699,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,all4,All four crops,total,Total,dry,Drought stress,31,2.027677121586523,25.981175115085517,1283.3676402968624,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,all4,All four crops,total,Total,total,Total water stress,31,4.504328177983927,57.80997315678781,1283.3676402968624,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,all4,All four crops,total,Total,wet,Waterlogging stress,31,1.9093822911093765,24.596983069205375,1283.3676402968624,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,maiz,Maize,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,123.65958993314095,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,maiz,Maize,Irr,Irrigated,total,Total water stress,31,7.566602329319861,9.339519577950233,123.65958993314095,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,maiz,Maize,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,123.65958993314095,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,maiz,Maize,nonIrr,Rainfed,dry,Drought stress,31,2.3786385072205394,9.671312059392404,407.5458814156022,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,maiz,Maize,nonIrr,Rainfed,total,Total water stress,31,4.052659946627013,16.49484676405245,407.5458814156022,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,maiz,Maize,nonIrr,Rainfed,wet,Waterlogging stress,31,2.216316090828649,9.034352461143667,407.5458814156022,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,maiz,Maize,total,Total,dry,Drought stress,31,1.8252386666786315,9.671312059392404,531.2054713487431,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,maiz,Maize,total,Total,total,Total water stress,31,4.869980595544661,25.83436634200268,531.2054713487431,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,maiz,Maize,total,Total,wet,Waterlogging stress,31,1.7011172670411192,9.034352461143667,531.2054713487431,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,rice,Rice,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,84.61438748131263,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,rice,Rice,Irr,Irrigated,total,Total water stress,31,3.5798551514977457,3.033093082257393,84.61438748131263,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,rice,Rice,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,84.61438748131263,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,rice,Rice,nonIrr,Rainfed,dry,Drought stress,31,2.28519264666528,2.8816662490003098,123.44761270808286,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,rice,Rice,nonIrr,Rainfed,total,Total water stress,31,9.887544756309898,12.301395237356,123.44761270808286,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,rice,Rice,nonIrr,Rainfed,wet,Waterlogging stress,31,9.636431057191281,11.993435357995956,123.44761270808286,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,rice,Rice,total,Total,dry,Drought stress,31,1.3548597043131816,2.8816662490003098,208.0620001893955,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,rice,Rice,total,Total,total,Total water stress,31,7.31240988425101,15.33448831961339,208.0620001893955,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,rice,Rice,total,Total,wet,Waterlogging stress,31,5.695855526541701,11.993435357995956,208.0620001893955,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,soyb,Soybean,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,10.378293349369086,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,soyb,Soybean,Irr,Irrigated,total,Total water stress,31,7.117074265772199,0.738993213745975,10.378293349369086,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,soyb,Soybean,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,10.378293349369086,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,soyb,Soybean,nonIrr,Rainfed,dry,Drought stress,31,1.4922996072908836,2.0168204660149787,135.96173078742083,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,soyb,Soybean,nonIrr,Rainfed,total,Total water stress,31,2.4591597857596645,3.333566894482221,135.96173078742083,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,soyb,Soybean,nonIrr,Rainfed,wet,Waterlogging stress,31,1.3134873097669457,1.7894230841994316,135.96173078742083,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,soyb,Soybean,total,Total,dry,Drought stress,31,1.3858170966190628,2.0168204660149787,146.34002413678994,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,soyb,Soybean,total,Total,total,Total water stress,31,2.7921590134813776,4.072560108228196,146.34002413678994,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,soyb,Soybean,total,Total,wet,Waterlogging stress,31,1.2200836613938388,1.7894230841994316,146.34002413678994,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,whea,Wheat,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,16.046401078170124,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,whea,Wheat,Irr,Irrigated,total,Total water stress,31,4.26385638404678,0.6837540088869992,16.046401078170124,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,whea,Wheat,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,16.046401078170124,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,whea,Wheat,nonIrr,Rainfed,dry,Drought stress,31,2.9964893208735517,11.411376340677824,381.713743543764,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,whea,Wheat,nonIrr,Rainfed,total,Total water stress,31,3.1205515194408253,11.884804378056538,381.713743543764,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,whea,Wheat,nonIrr,Rainfed,wet,Waterlogging stress,31,0.4662788674186441,1.7797721658663193,381.713743543764,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,whea,Wheat,total,Total,dry,Drought stress,31,2.8758993839778135,11.411376340677824,397.76014462193416,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,whea,Wheat,total,Total,total,Total water stress,31,3.166721010480439,12.568558386943538,397.76014462193416,31
ssp126,future_2070_2100,2070,2100,EC-Earth3,whea,Wheat,total,Total,wet,Waterlogging stress,31,0.44752120365674586,1.7797721658663193,397.76014462193416,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,all4,All four crops,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,234.4970476708132,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,all4,All four crops,Irr,Irrigated,total,Total water stress,31,5.827721385542642,13.65735919896599,234.4970476708132,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,all4,All four crops,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,234.4970476708132,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,all4,All four crops,nonIrr,Rainfed,dry,Drought stress,31,2.8636358925437286,30.025820132649446,1046.5025632224713,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,all4,All four crops,nonIrr,Rainfed,total,Total water stress,31,4.448184626754545,46.690961339864685,1046.5025632224713,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,all4,All four crops,nonIrr,Rainfed,wet,Waterlogging stress,31,2.26878361305593,23.863315255237197,1046.5025632224713,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,all4,All four crops,total,Total,dry,Drought stress,31,2.339422335368161,30.025820132649446,1280.9996108932846,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,all4,All four crops,total,Total,total,Total water stress,31,4.7001247034377345,60.34832053883068,1280.9996108932846,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,all4,All four crops,total,Total,wet,Waterlogging stress,31,1.853412442375577,23.863315255237197,1280.9996108932846,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,maiz,Maize,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,123.57565290279962,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,maiz,Maize,Irr,Irrigated,total,Total water stress,31,7.364223281769066,9.098076592130436,123.57565290279962,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,maiz,Maize,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,123.57565290279962,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,maiz,Maize,nonIrr,Rainfed,dry,Drought stress,31,2.4591408183892574,10.015023468469753,406.7628457747028,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,maiz,Maize,nonIrr,Rainfed,total,Total water stress,31,4.067245973566108,16.55608118420378,406.7628457747028,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,maiz,Maize,nonIrr,Rainfed,wet,Waterlogging stress,31,2.1447821051915543,8.724272015672643,406.7628457747028,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,maiz,Maize,total,Total,dry,Drought stress,31,1.885733260671681,10.015023468469753,530.3384986775022,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,maiz,Maize,total,Total,total,Total water stress,31,4.834510318094207,25.65415777633422,530.3384986775022,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,maiz,Maize,total,Total,wet,Waterlogging stress,31,1.6455342007723093,8.724272015672643,530.3384986775022,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,rice,Rice,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,84.51462494994338,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,rice,Rice,Irr,Irrigated,total,Total water stress,31,3.691712646826034,3.1206000675704213,84.51462494994338,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,rice,Rice,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,84.51462494994338,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,rice,Rice,nonIrr,Rainfed,dry,Drought stress,31,2.9006689954914067,3.615848021613585,123.33771839631757,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,rice,Rice,nonIrr,Rainfed,total,Total water stress,31,9.806198887468735,12.242547993553165,123.33771839631757,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,rice,Rice,nonIrr,Rainfed,wet,Waterlogging stress,31,9.522638736126533,11.895364864991302,123.33771839631757,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,rice,Rice,total,Total,dry,Drought stress,31,1.714404924629621,3.615848021613585,207.85234334626097,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,rice,Rice,total,Total,total,Total water stress,31,7.320512536911817,15.363148061123587,207.85234334626097,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,rice,Rice,total,Total,wet,Waterlogging stress,31,5.636667597626699,11.895364864991302,207.85234334626097,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,soyb,Soybean,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,10.365491386659246,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,soyb,Soybean,Irr,Irrigated,total,Total water stress,31,7.0329832620802835,0.7304633618288908,10.365491386659246,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,soyb,Soybean,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,10.365491386659246,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,soyb,Soybean,nonIrr,Rainfed,dry,Drought stress,31,1.7162881237139909,2.3135343991820787,135.53987941996925,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,soyb,Soybean,nonIrr,Rainfed,total,Total water stress,31,2.657237005528435,3.591370838972114,135.53987941996925,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,soyb,Soybean,nonIrr,Rainfed,wet,Waterlogging stress,31,1.2805611294322055,1.7366959260063117,135.53987941996925,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,soyb,Soybean,total,Total,dry,Drought stress,31,1.5934261131724337,2.3135343991820787,145.9053708066285,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,soyb,Soybean,total,Total,total,Total water stress,31,2.9699163167293845,4.321834200801004,145.9053708066285,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,soyb,Soybean,total,Total,wet,Waterlogging stress,31,1.189416597526083,1.7366959260063117,145.9053708066285,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,whea,Wheat,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,16.04127843141098,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,whea,Wheat,Irr,Irrigated,total,Total water stress,31,4.428615280948403,0.7082191774362423,16.04127843141098,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,whea,Wheat,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,16.04127843141098,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,whea,Wheat,nonIrr,Rainfed,dry,Drought stress,31,3.6951897472945063,14.081414243384032,380.8621196314818,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,whea,Wheat,nonIrr,Rainfed,total,Total water stress,31,3.7528102585699283,14.300961323135628,380.8621196314818,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,whea,Wheat,nonIrr,Rainfed,wet,Waterlogging stress,31,0.3947054680416428,1.5069824485669376,380.8621196314818,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,whea,Wheat,total,Total,dry,Drought stress,31,3.54540534264781,14.081414243384032,396.9033980628928,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,whea,Wheat,total,Total,total,Total water stress,31,3.77893462334171,15.009180500571869,396.9033980628928,31
ssp126,future_2070_2100,2070,2100,GFDL-ESM4,whea,Wheat,total,Total,wet,Waterlogging stress,31,0.37868009137994657,1.5069824485669376,396.9033980628928,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,all4,All four crops,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,238.77934536140222,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,all4,All four crops,Irr,Irrigated,total,Total water stress,31,5.543114673615949,13.21755792317776,238.77934536140222,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,all4,All four crops,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,238.77934536140222,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,all4,All four crops,nonIrr,Rainfed,dry,Drought stress,31,2.2371730413769275,23.33363302216246,1042.1172886942352,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,all4,All four crops,nonIrr,Rainfed,total,Total water stress,31,3.9818772087367416,41.59328708951573,1042.1172886942352,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,all4,All four crops,nonIrr,Rainfed,wet,Waterlogging stress,31,2.320277759016235,24.274294160929102,1042.1172886942352,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,all4,All four crops,total,Total,dry,Drought stress,31,1.8204270941718261,23.33363302216246,1280.8966340556372,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,all4,All four crops,total,Total,total,Total water stress,31,4.272246724306196,54.810845012693484,1280.8966340556372,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,all4,All four crops,total,Total,wet,Waterlogging stress,31,1.8878507801045687,24.274294160929102,1280.8966340556372,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,maiz,Maize,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,125.01866816502537,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,maiz,Maize,Irr,Irrigated,total,Total water stress,31,7.046894557765354,8.80450326079487,125.01866816502537,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,maiz,Maize,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,125.01866816502537,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,maiz,Maize,nonIrr,Rainfed,dry,Drought stress,31,1.8139885852341695,7.355534350842835,404.6540957342774,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,maiz,Maize,nonIrr,Rainfed,total,Total water stress,31,3.4908301208102555,14.131167547683907,404.6540957342774,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,maiz,Maize,nonIrr,Rainfed,wet,Waterlogging stress,31,2.14880466713212,8.684125220957677,404.6540957342774,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,maiz,Maize,total,Total,dry,Drought stress,31,1.3856235301108557,7.355534350842835,529.6727638993028,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,maiz,Maize,total,Total,total,Total water stress,31,4.329175046034688,22.935670808478775,529.6727638993028,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,maiz,Maize,total,Total,wet,Waterlogging stress,31,1.6424576167398484,8.684125220957677,529.6727638993028,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,rice,Rice,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,86.74628717160608,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,rice,Rice,Irr,Irrigated,total,Total water stress,31,3.503869768880998,3.0332194942837587,86.74628717160608,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,rice,Rice,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,86.74628717160608,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,rice,Rice,nonIrr,Rainfed,dry,Drought stress,31,2.4017780862564226,3.0359762315403365,125.75129893056526,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,rice,Rice,nonIrr,Rainfed,total,Total water stress,31,10.019017113896536,12.72390123010908,125.75129893056526,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,rice,Rice,nonIrr,Rainfed,wet,Waterlogging stress,31,9.779775146462088,12.42915374401223,125.75129893056526,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,rice,Rice,total,Total,dry,Drought stress,31,1.4148167161881318,3.0359762315403365,212.49758610217134,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,rice,Rice,total,Total,total,Total water stress,31,7.358036363793934,15.757120724392838,212.49758610217134,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,rice,Rice,total,Total,wet,Waterlogging stress,31,5.77133740966238,12.42915374401223,212.49758610217134,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,soyb,Soybean,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,10.608358348839998,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,soyb,Soybean,Irr,Irrigated,total,Total water stress,31,6.805141019335004,0.7215031549988433,10.608358348839998,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,soyb,Soybean,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,10.608358348839998,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,soyb,Soybean,nonIrr,Rainfed,dry,Drought stress,31,0.9837670726270469,1.3269712765115547,135.3254999711138,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,soyb,Soybean,nonIrr,Rainfed,total,Total water stress,31,2.005830522342841,2.7154915670951674,135.3254999711138,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,soyb,Soybean,nonIrr,Rainfed,wet,Waterlogging stress,31,1.2865864220014036,1.7436181276115696,135.3254999711138,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,soyb,Soybean,total,Total,dry,Drought stress,31,0.9121701263563152,1.3269712765115547,145.9338583199538,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,soyb,Soybean,total,Total,total,Total water stress,31,2.3559472646118764,3.4369947220940107,145.9338583199538,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,soyb,Soybean,total,Total,wet,Waterlogging stress,31,1.1927805479680802,1.7436181276115696,145.9338583199538,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,whea,Wheat,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,16.406031675930738,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,whea,Wheat,Irr,Irrigated,total,Total water stress,31,4.012430367173068,0.6583320131002875,16.406031675930738,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,whea,Wheat,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,16.406031675930738,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,whea,Wheat,nonIrr,Rainfed,dry,Drought stress,31,3.08559526705847,11.615151163267733,376.38639405827865,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,whea,Wheat,nonIrr,Rainfed,total,Total water stress,31,3.1937367203899343,12.02272674462757,376.38639405827865,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,whea,Wheat,nonIrr,Rainfed,wet,Waterlogging stress,31,0.3766289180931177,1.4173970683476242,376.38639405827865,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,whea,Wheat,total,Total,dry,Drought stress,31,2.9570934716211523,11.615151163267733,392.79242573420925,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,whea,Wheat,total,Total,total,Total water stress,31,3.2280133098852524,12.681058757727858,392.79242573420925,31
ssp126,future_2070_2100,2070,2100,IPSL-CM6A-LR,whea,Wheat,total,Total,wet,Waterlogging stress,31,0.3609083348179251,1.4173970683476242,392.79242573420925,31
ssp126,future_2070_2100,2070,2100,MIROC6,all4,All four crops,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,235.2968162052618,31
ssp126,future_2070_2100,2070,2100,MIROC6,all4,All four crops,Irr,Irrigated,total,Total water stress,31,6.256725771132496,14.711588417428905,235.2968162052618,31
ssp126,future_2070_2100,2070,2100,MIROC6,all4,All four crops,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,235.2968162052618,31
ssp126,future_2070_2100,2070,2100,MIROC6,all4,All four crops,nonIrr,Rainfed,dry,Drought stress,31,3.4602240742488877,36.10315268309725,1044.5524630218656,31
ssp126,future_2070_2100,2070,2100,MIROC6,all4,All four crops,nonIrr,Rainfed,total,Total water stress,31,5.127114840625121,53.60598410186289,1044.5524630218656,31
ssp126,future_2070_2100,2070,2100,MIROC6,all4,All four crops,nonIrr,Rainfed,wet,Waterlogging stress,31,2.3048976966951886,24.18353660050211,1044.5524630218656,31
ssp126,future_2070_2100,2070,2100,MIROC6,all4,All four crops,total,Total,dry,Drought stress,31,2.82439093690339,36.10315268309725,1279.8492792271272,31
ssp126,future_2070_2100,2070,2100,MIROC6,all4,All four crops,total,Total,total,Total water stress,31,5.334773076671308,68.31757251929179,1279.8492792271272,31
ssp126,future_2070_2100,2070,2100,MIROC6,all4,All four crops,total,Total,wet,Waterlogging stress,31,1.8811562659633978,24.18353660050211,1279.8492792271272,31
ssp126,future_2070_2100,2070,2100,MIROC6,maiz,Maize,Irr,Irrigated,dry,Drought stress,31,0.0,0.0,124.00580698726012,31
ssp126,future_2070_2100,2070,2100,MIROC6,maiz,Maize,Irr,Irrigated,total,Total water stress,31,7.983600843130016,9.895197659361932,124.00580698726012,31
ssp126,future_2070_2100,2070,2100,MIROC6,maiz,Maize,Irr,Irrigated,wet,Waterlogging stress,31,0.0,0.0,124.00580698726012,31
ssp126,future_2070_2100,2070,2100,MIROC6,maiz,Maize,nonIrr,Rainfed,dry,Drought stress,31,2.925433198538101,11.870623877060616,405.74617231983996,31
ssp126,future_2070_2100,2070,2100,MIROC6,maiz,Maize,nonIrr,Rainfed,total,Total water stress,31,4.452288136491067,18.067827154463284,405.74617231983996,31
