scenario,period,year_min,year_max,crop,crop_label,mode,mode_label,hazard,hazard_label,metric,n,n_samples,mean,sd,ci95_low,ci95_high,mean_sd_ci
ssp585,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,dry,Drought stress,loss_million_tonnes,10,10,0.0,0.0,0.0,0.0,0.000 ? 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,total,Total water stress,loss_pct,10,10,4.446322676703491,0.295818323995795,4.262972579925181,4.629672773481801,4.446 ? 0.296 (4.263-4.630)
ssp585,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,total,Total water stress,loss_million_tonnes,10,10,0.8378761757325256,0.0584847326020053,0.80162696291235,0.8741253885527012,0.838 ? 0.058 (0.802-0.874)
ssp585,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,wet,Waterlogging stress,loss_pct,10,10,0.0,0.0,0.0,0.0,0.000 ? 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,whea,Wheat,Irr,Irrigated,wet,Waterlogging stress,loss_million_tonnes,10,10,0.0,0.0,0.0,0.0,0.000 ? 0.000 (0.000-0.000)
ssp585,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,dry,Drought stress,loss_pct,10,10,4.775117051583646,1.0344450238275416,4.133961383237298,5.416272719929993,4.775 ? 1.034 (4.134-5.416)
ssp585,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,dry,Drought stress,loss_million_tonnes,10,10,18.23710871932868,3.930546926518861,15.800930494685758,20.6732869439716,18.237 ? 3.931 (15.801-20.673)
ssp585,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,total,Total water stress,loss_pct,10,10,4.863651496743006,1.0103827866119195,4.237409757535982,5.48989323595003,4.864 ? 1.010 (4.237-5.490)
ssp585,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,total,Total water stress,loss_million_tonnes,10,10,18.57581827540145,3.838353222463338,16.196782300544147,20.954854250258744,18.576 ? 3.838 (16.197-20.955)
ssp585,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,wet,Waterlogging stress,loss_pct,10,10,0.3540394638661933,0.0517784061591934,0.3219468752392302,0.3861320524931564,0.354 ? 0.052 (0.322-0.386)
ssp585,future_2070_2100,2070,2100,whea,Wheat,nonIrr,Rainfed,wet,Waterlogging stress,loss_million_tonnes,10,10,1.3542717692941075,0.20070585209941,1.229872993351739,1.478670545236476,1.354 ? 0.201 (1.230-1.479)
ssp585,future_2070_2100,2070,2100,whea,Wheat,total,Total,dry,Drought stress,loss_pct,10,10,4.550931936225508,0.9846961381147052,3.940610946701123,5.161252925749893,4.551 ? 0.985 (3.941-5.161)
ssp585,future_2070_2100,2070,2100,whea,Wheat,total,Total,dry,Drought stress,loss_million_tonnes,10,10,18.23710871932868,3.930546926518861,15.800930494685758,20.6732869439716,18.237 ? 3.931 (15.801-20.673)
ssp585,future_2070_2100,2070,2100,whea,Wheat,total,Total,total,Total water stress,loss_pct,10,10,4.843951632687832,0.9747846685269392,4.239773835659385,5.448129429716278,4.844 ? 0.975 (4.240-5.448)
ssp585,future_2070_2100,2070,2100,whea,Wheat,total,Total,total,Total water stress,loss_million_tonnes,10,10,19.41369445113397,3.889606522677739,17.002891351686202,21.82449755058174,19.414 ? 3.890 (17.003-21.824)
ssp585,future_2070_2100,2070,2100,whea,Wheat,total,Total,wet,Waterlogging stress,loss_pct,10,10,0.3374640580811802,0.0494319198004464,0.3068258367670796,0.3681022793952808,0.337 ? 0.049 (0.307-0.368)
ssp585,future_2070_2100,2070,2100,whea,Wheat,total,Total,wet,Waterlogging stress,loss_million_tonnes,10,10,1.3542717692941075,0.20070585209941,1.229872993351739,1.478670545236476,1.354 ? 0.201 (1.230-1.479)
