scenario,gcm,crop,hazard,fut_anchor,hist_anchor,bias_offset
ssp585,MPI-ESM1-2-HR,rice,wet,1.7114732901473473,1.5539773327728472,-0.15749595737450006
ssp585,MPI-ESM1-2-HR,soyb,dry,0.8231856344513682,0.745886796197771,-0.07729883825359718
ssp585,MPI-ESM1-2-HR,soyb,wet,0.4211573740842902,0.6392512212689226,0.21809384718463243
ssp585,MPI-ESM1-2-HR,whea,dry,2.116250244444323,1.544677140010987,-0.5715731044333359
ssp585,MPI-ESM1-2-HR,whea,wet,0.042481019432910216,0.20894466264059597,0.16646364320768575
ssp585,MRI-ESM2-0,maiz,dry,0.8435642193682599,1.227975369268972,0.38441114990071223
ssp585,MRI-ESM2-0,maiz,wet,0.6413537365283957,0.5909455911892417,-0.05040814533915394
ssp585,MRI-ESM2-0,rice,dry,0.6386893855666073,0.22202160235099372,-0.41666778321561354
ssp585,MRI-ESM2-0,rice,wet,2.179090421609989,1.5539773327728472,-0.6251130888371419
ssp585,MRI-ESM2-0,soyb,dry,0.6275921961574109,0.745886796197771,0.11829460004036008
ssp585,MRI-ESM2-0,soyb,wet,0.5560296540272589,0.6392512212689226,0.08322156724166374
ssp585,MRI-ESM2-0,whea,dry,2.3944653810542436,1.544677140010987,-0.8497882410432565
ssp585,MRI-ESM2-0,whea,wet,0.055909495063282647,0.20894466264059597,0.15303516757731334
ssp585,UKESM1-0-LL,maiz,dry,1.145972955044891,1.227975369268972,0.08200241422408117
ssp585,UKESM1-0-LL,maiz,wet,0.5218700841297881,0.5909455911892417,0.06907550705945364
ssp585,UKESM1-0-LL,rice,dry,0.5074961250587343,0.22202160235099372,-0.2854745227077406
ssp585,UKESM1-0-LL,rice,wet,1.9499830107161258,1.5539773327728472,-0.39600567794327857
ssp585,UKESM1-0-LL,soyb,dry,1.279099158200963,0.745886796197771,-0.533212362003192
ssp585,UKESM1-0-LL,soyb,wet,0.23082354805832478,0.6392512212689226,0.40842767321059786
ssp585,UKESM1-0-LL,whea,dry,2.744740801605599,1.544677140010987,-1.2000636615946119
ssp585,UKESM1-0-LL,whea,wet,0.0894991318882009,0.20894466264059597,0.11944553075239507
